id,artist,summary,genre,subgenre,home,date,time,venue,bookmarked
1666,Suzan Köcher,"Suzan Köcher and her band are here to start the second chapter of their psychedelic journey that began with the magical debut album ""Moon Bordeaux"" which was rightly praised as one of a kind. For the second record the musicians are now even more focussed on their true strengths. Inspired by a trip to Prague they wrote a song cycle called Suprafon. To maintain their focus on record they flew all the way to Austin, Texas to record their new album that is both - a natural evolution and a brand new start. While the energy of the band lingered around the corner on ""Moon Bordeaux“ it is now in full flight on these new songs. Suzan Köcher‘s mystical Psychedelia is infused with beautiful melodies, biting guitars and reverberated synths. Shades of Krautrock, Psych-Folk and French Pop float through the new songs that are at once enthralling and loose. Through many live shows her and her band have developed a unique sound fueled by Suzan´s magical voice, haunting melodies, fearless experimentation and rusty musical instruments that colour their sound in all shades of withered glory. Let her take you on a trip to the nearest far away place.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",Folk,Psychedelic,"Solingen, GERMANY","Mar 16, 2019",8:00pm-8:40pm,The Driskill,False
1667,Swallow the Rat,"Proving that musical synergy is not restricted by geography, Swallow the Rat is a sonic force to be reckoned with.  With members hailing from Austin, Texas and Auckland, New Zealand, and a musical pedigree that includes bands such as My Education, Lost Rockets, Body Corporate and Deathbeam, Swallow the Rat offers a unique mix of NZ Post-punk and Texan Psychedelia.  Forming in late 2017, Swallow the Rat wasted no time, immediately recording a number of songs with acclaimed engineer Nick Abbott at Auckland's Northwestern Recorders, all of which charted on New Zealand's Alt Charts and Student Radio, along with receiving air play on KOOP (Austin, TX) and DKFM (CAN). In mid 2018, they embarked on their first New Zealand tour, and in late 2018 they will return to the studio with Abbott to complete a full album. In 2019 they will showcase at SXSW in Austin, TX and will follow this up with a U.S. tour, as well as continuing to play across New Zealand.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Gear Endorsement, Distribution - US, Distribution - UK/Europe, Other Artists to Tour With, Booking Agent - US, Booking Agent - UK/Europe",Rock,Post-Punk,"Auckland, NEW ZEALAND","Mar 11, 2019",11:00pm-11:40pm,Barracuda,False
1669,Sweet Spirit,No description provided for artist.,Rock,Pop,"Austin, TX","Mar 12, 2019",12:00am-12:40am,Mohawk Outdoor,False
1673,Syndicate Same Ol',"Syndicate Same Ol' is a rap artist out of Austin Texas. He's a part of a  local record label Above All Entertainment and is one of the founding members of the label.  Syndicate's influences include 2Pac, Kendrick Lamar, Joe Budden, Cassidy and Young Dro. Syndicate is a true lyricist and storyteller, but will also keep your head bobbing. 
Syndicate Same Ol's music has been featured on a few global mixtapes, Indie Heat vol 2 and Not So Local to name a few. Syndicate was nominated for ""Lyricist of the Year"" at the Austin Hip Hop Awards. Syndicate has also been invited to participate in a couple of national tours, The Madd Indie Tour and the You Ain't Never Tour, and had performed across the US in states such as California, Washington, Arkansas, New Mexico, Oklahoma, Nevada, Kansas and Louisiana; not to mention he was also an official artist who performed during SXSW in 2018. Syndicate was also selected as a feature artist for Rude Boy Magazine. 
Syndicate Same Ol' is definitely an accomplished rapper who's still ascending. 
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Brand Partnership, Gear Endorsement, Booking Agent - Worldwide, PR/Publicity Agency, Publishing",Hip-Hop / Rap,Hip-Hop / Rap,"Austin, TX","Mar 16, 2019",7:40pm-7:55pm,Doris Miller Auditorium,False
1675,Table Scraps,"""Listen to more Table Scraps!"" Joe Talbot, IDLES
Celebrated for their bruising and feedback-drenched live shows, as well as a knack for the perfect nagging hook, Table Scraps have fought their way to the top of the garage rock pile by conquering stages and refusing to compromise.
'Autonomy', the band's most recent LP, surfaced in February 2018 to widespread enthusiasm, earned plays on BBC 6 Music and Radio 1, and was picked up for release in the US by the legendary Burger Records. A huge European tour with stoner legends Monster Magnet (at the insistence of Dave Wyndorf himself) quickly brought Table Scraps to a new legion of continental headbangers.
""Dark and brilliant"" DIY
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Management, Brand Partnership, Gear Endorsement, Distribution - Worldwide, Other Artists to Tour With, Booking Agent - US, Booking Agent - UK/Europe, Booking Agent - Worldwide, Publishing, Sync/Music Supervisors",Rock,Garage,"Birmingham, UK-ENGLAND","Mar 15, 2019",11:45pm-12:25am,720 Club Patio,False
1676,Taco Mouth,"Taco Mouth is the staunchly political brainchild of Erica Sellers, who started the band with drummer Angela Lese in late 2017 (both formerly of The Dead Deads).  Taco Mouth (produced by Michael Wagener (Metallica, Skid Row, etc.)) sounds like 60s-era rock with pop hooks; think the Ramones and the Yeah Yeah Yeahs. They’ve since added lead guitarist Shawn Hammer and bassist Flip Cooper, and together, they’ve created a true musical reemergence similar to the old CBGB days where rock mattered.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Gear Endorsement, Distribution - US, Distribution - UK/Europe, Distribution - Worldwide, Other Artists to Tour With, Booking Agent - US, Booking Agent - UK/Europe, Booking Agent - Worldwide, Publishing, Sync/Music Supervisors",Rock,Rock,"Nashville, TN","Mar 14, 2019",10:00pm-10:40pm,720 Club,False
1677,Taimane,"HAWAII’S FLAMENCO UKULELE VIRTUOSO
Songwriter & virtuoso, Taimane, is best known for her fierce and inventive style of playing the ukulele. Her attraction to the four-string island staple began at age 3, and by age 10, she regularly performed in public, busking in Waikiki every Friday night with her father holding down security duties and Waikiki Beach Boys (adults whose home & workplace was the beach) serving as her band. By age 13, Taimane landed a position in Don Ho’s show literally playing in the spotlight every week until Ho’s passing. Fast forward to today, and you have an artist who tours the world and has carved out a unique niche in music –merging a wide-array of genres, from Bach to rock, flamenco infernos to tribal hymns, summoning a seemingly limitless palette of emotions via an instrument previously viewed as restricted.
● Over 10 million video views & 115,000 social media followers
● Taimane's SXSW Quartet: Taimane(uke/vocals)+percussion+guitar+violin
""Taimane rocks the stage with a sensual vibrancy and a white hot talent that captivates and beguiles!” -Pierce Brosnan(aka 007)
“What an amazing artist!” -Kristine Bretall, Dir. of Performing Arts, Sun Valley Center
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Brand Partnership, Other Artists to Tour With, Booking Agent - US, Booking Agent - UK/Europe, Booking Agent - Worldwide, Producer/Studio Engineer, Publishing, Sync/Music Supervisors",World,Acoustic,"Honolulu, HI","Mar 13, 2019",8:00pm-8:40pm,The Driskill,False
1680,Talos,"“A lot of this new record was written in transit,” says Eoin French, the Irish artist better known as Talos. “Being away from the safety of my home and my studio allowed me to create in a different way. It was a terrifying feeling sometimes, but it also really rewarding.”
While Talos will always be connected to his native Ireland, his stunning second LP, ‘Far Out Dust' - made with longtime production partner, Ross Dowling (James Vincent McMorrow, Bell X1) and a slew of collaborators including producers Doug Schadt (Maggie Rogers, Wet) and Valgeir Sigurðsson (Sigur Ros, Feist) and mixer Damian Taylor (Bjork, Arcade Fire) - draws on a wider perspective, melding tracks written and recorded in New York, Los Angeles, London, Dublin, Cork, and Reykjavik. 
The result is both French’s most confident songwriting and his most sophisticated studio work yet, an album that oscillates between hushed introspection and explosive ecstasy as it grapples with the pain of doubt and regret.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Sync/Music Supervisors",Pop,Electronic,"Cork, IRELAND","Mar 13, 2019",11:00pm-11:40pm,Augustine,False
1682,Tameca Jones,"Crowned best female vocalist at the 2018 Austin Music Awards, Tameca has long been called the “queen of Austin soul” by her many fans who attend her sold out shows.  She’s played SXSW, Austin City Limits Festival, 2018 NFL Draft, Chicago and Austin Food and Wine Fest and the famous Apollo Theater in New York.  As a single mother of twins, Tameca put her career’s trajectory on a leash toprovide her twins with all the love and attention they needed.  Now that her twins are seventeen, she is ready to bring her Austin flavor to the rest of the nation! In her nearly decade of local domination she’s opened for Max Frost, Vintage Trouble,  Jill Scott, Smokey Robinson, Leon Bridges, Willie Nelson, Lukas Nelson and the Promise of the Real, BB King, Brian McKnight, and most recently Gary Clark Jr.  In November of 2018, she embarked on her first tour ever opening up for her fellow Austin native Gary Clark Jr. She’s been featured in Billboard, Rolling Stone, NPR, and more.
 She recently released a video for her hit single “Are You Awake.”  Tameca plans to release a new single during SXSW and an album in the early summer. 
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Management, Gear Endorsement, Distribution - UK/Europe, Distribution - Worldwide, Booking Agent - US, Booking Agent - Worldwide",Soul,Pop,"Austin, TX","Mar 13, 2019",1:00am-1:50am,Cooper's BBQ,False
1684,Tangina Stone,"Garnering praise globally with features on NYLON, Billboard, The FADER, Pigeons & Planes, CBC Radio Canada, Noisey - Poland, and more, Tangina Stone has been championed as a universal breath of fresh air. Her music can be heard in television shows on VH1 and TV One, and she has graced stages from her home base in Brooklyn, New York to Tokyo, Japan generating acclaimed performances and fortifying a strong following across the country and abroad. Her debut album ""Elevate,"" released in 2017, charted in Japan and the U.S. The album peaked at #27 on the iTunes Top 200 R&B albums chart and at #44 on Apple Music Japan Top R&B albums chart. Combining elements of soul, rock, electronic and r&b, ""Elevate"" is an intimate journey of her evolution as a woman and artist featuring guest appearances from Nelly Furtado, Kenneth Whalum and Liana Banks.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",R & B,Soul,"Brookyln, NY","Mar 16, 2019",9:15pm-9:30pm,Sheraton BackYARD,False
1685,Tank Washington,"Tank's first official release came as a member of the hiphop group Impac under the Austin independent music label Above All Entertainment with distribution from Tower Records' 33rd Street Records. In 2013, Washington released his first solo project, the ""6 Shots"" EP, and performed as part of LNS Crew for Fun Fun Fun Fest. In 2017, Tank released multiple singles featuring artists like Kydd Jones & Killa Kyleon. He has released two albums, ""183"" (2019) and ""PAIN"" (2016).Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Management, Brand Partnership, Gear Endorsement, Distribution - US, Distribution - UK/Europe, Distribution - Worldwide, Other Artists to Tour With, Booking Agent - US, Booking Agent - UK/Europe, Booking Agent - Worldwide, PR/Publicity Agency, Producer/Studio Engineer, Publishing, Sync/Music Supervisors",Hip-Hop / Rap,R & B,"Austin, TX","Mar 16, 2019",8:40pm-9:00pm,Doris Miller Auditorium,False
1686,TarantisT,"Formed in 2000 by a group of young underground metal heads, TARANTIST originated in the basement alternative rock and heavy metal scenes in their native Tehran, Iran. Having to perform secretly-but-loudly often proved to be difficult, but after sparking a following via word of mouth in the underground, the band soon began to garner international recognition. Within just a few years, international media correspondents inspired by their story (including BBC, SKY, CNN, NPR, Metal Hammer and Kerrang) started visiting Tehran to meet and talk with TARANTIST. These news reports and articles aided TARANTIST in cultivating a worldwide following – motivating the band to relocate to the United States Los Angeles in 2008.

Although remaining positive, TARANTIST quickly found that they weren’t able to fully escape the pressures they faced back home, stemming from “not being Muslim enough”. Once they arrived in the United States, they experienced opposite – uncomfortable stereotypes and assumptions directed at them simply based on their culture and/or how they looked – all the while never practicing religion in the first place. Determined, TARANTIST didn’t let this slow them down.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Management, Brand Partnership, Gear Endorsement, Distribution - US, Distribution - UK/Europe, Distribution - Worldwide, Booking Agent - Worldwide, PR/Publicity Agency, Producer/Studio Engineer, Publishing, Sync/Music Supervisors",Rock,Alternative,"Los Angeles, CA","Mar 15, 2019",1:00am-1:40am,720 Club,False
1687,Tarik Hassan,"Tarik Hassan has crafted a sound that is a mix of his experiences and influences.  The first generation American son of an Irish mother and Palestinian father, he is able to draw on the music of these cultures as well as the musical traditions of America to create original music that has a truly unique sound.  
Tarik Hassan - Double Bass, Fabio Augustinis - Drums, Noah Mosgofian - Percussion, Brian Pardo - Guitar, Kimberly Zielnicki - Violin
 
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Brand Partnership, Gear Endorsement, Distribution - US, Distribution - UK/Europe, Distribution - Worldwide, Booking Agent - US, Booking Agent - UK/Europe, Booking Agent - Worldwide, PR/Publicity Agency, Publishing",Jazz,World,"Austin, TX","Mar 16, 2019",11:00pm-11:40pm,Elephant Room,False
1688,Tasha,"On her debut album Alone at Last, Tasha celebrates the radical political act of being exquisitely gentle with yourself. 
""These songs are bed songs,"" Tasha says of Alone at Last. ""Songs about the place that one might go when they finally need to be away from whatever it is that might be causing them stress or anxiety or sadness or fear."" In the world she conjures within the album, there's plenty of room to forge your own home where you can rejuvenate and heal—where you don't have to be a superhero and you don't have to save the world all by yourself, where nothing is expected of you except that you just be. It's the kind of album you can curl into after a hot summer day in the city: a powerful talisman in a demanding world, and a reminder that kindness toward the self can help unlock the way to a world a little more livable than this one.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",Pop,Indie Rock,"Chicago, IL","Mar 14, 2019",2:00pm-2:40pm,Scoot Inn,False
1689,Tatiana Hazel,"Hailed as ""Chicago’s Future Hometown Heroine"" by Remezcla, Tatiana Hazel is one of Chicago’s most prolific young talents. Tatiana is a producer, designer, and self-taught musician. With a career that started nearly a decade ago on YouTube. Tatiana's musical style has evolved from acoustic bedroom-pop ballads to polished beat-driven anthems of independence that seamlessly jump from glossy pop anthems to hyper-slick cumbia – without batting an eyelash. 
Tatiana Hazel released her first EP 'Toxic' Fall of 2018. Since the release of Toxic, Tatiana has performed Red Bull Music Festival, Viva Pomona, Texas Latino Pride, and Art Basel Miami. 
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",Pop,Pop,"Chicago, IL","Mar 13, 2019",8:00pm-8:40pm,Javelina,False
1691,Taylor Janzen,"“The powerful simplicity of a voice, a guitar, a restrained melody and a raw emotion has been rediscovered by songwriters like Julien Baker, Phoebe Bridgers and now Taylor Janzen.” - The New York Times
Growing up, Taylor had a religious upbringing in Winnipeg, MT attending a small school up until graduation. Her family and friends never talked to one another about difficult things they were experiencing in life, and if they ever needed help, they turned to religion for answers.

Unable to talk through her issues in mental health, Taylor turned to songwriting as an outlet and, as a result, with each song on ""Interpersonal” we're granted an intimate and almost painstakingly brazen glimpse into the most heart wrenching pages of her diary. She writes candidly, “the music that I write is very honest, so it speaks for itself.”

“The thing is, my personality isn’t as depressing as my music is,” adds Taylor. Often tweeting about Dennis Quaid and the occasional Paramore cover (one of which went viral with 25k+ retweets and got the endorsement from Hayley Williams herself) every little thing Taylor shares with the world is magic, finding beauty in even the darkest mundane moments.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Other Artists to Tour With, Publishing, Sync/Music Supervisors",Folk,Alternative,"Winnipeg, MB, CANADA","Mar 15, 2019",8:00pm-8:40pm,Native Hostel,False
1693,TC Superstar,"TC Superstar is a collaborative performance group fronted by Connor McCampbell. McCampbell’s production style is rooted in modern bedroom pop, but alludes to 80’s synthwave (Depeche Mode, New Order) and late 70’s dance music (Chic, David Bowie). TC Superstar’s live set features high-energy dance performances choreographed by LB Flett, Emily DiFranco, Francis Rodriguez, and Yuriko Roby: all graduates of the dance program at The University of Texas at Austin. Performing musicians include Julio Correa, Mitchell Webb, and Aaron Chavez. 
	The band formed in September of 2017 with the release of Masc, an album about notions of masculinity. TC Superstar quickly became a staple of the Austin scene, gigging frequently around the Red River cultural arts district. 
	In April of 2018 the band released Heat Death, a conceptual EP about the environment, consumerism, and grieving for the eventual death of humankind. TC Superstar followed this release with two national tours. In January 2019 the band was nominated by the Austin Chronicle for “Best New Austin Band.” 
	TC Superstar is releasing their second full length album, R&D, in May of 2019, which will be followed by a six week national tour.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Gear Endorsement, Other Artists to Tour With, Booking Agent - US",Pop,Synthpop,"Austin, TX","Mar 15, 2019",8:00pm-8:30pm,Hotel Vegas,False
1696,TEEN,"The band TEEN came together at the turn of the decade, but its members have known each other their whole lives. Teeny, Lizzie, and Katherine Lieberson are sisters. Although they grew up in a musically vibrant Halifax home—their father was the esteemed composer Peter Lieberson—their first band jelled once they all lived in New York.
Good Fruit, the band’s fourth and newest album, is its sharpest thesis yet. A meditation on life after love, it’s thematically the opposite of its predecessor, 2016’s Love Yes, which The Guardian praised as “reminiscent of…inventive late-70s to mid-80s pop groups.” Musically, though, Good Fruit is the logical evolution of Love Yes’ massive uptick in synth use and sticky-hot choruses. The album boasts self-assured, skyrocketing synthpop anthems including “Only Water” and “Runner,” which betray the crucial lessons the sisters took from experiencing the distinct, enlivening ways that their myriad Love Yes tourmates employed synths. As with all TEEN albums, there are haunting ballads, most notably “Pretend,” which swells into a roaring synthetic climax as it details a relationship’s failure, a bold statement on moving forward and letting go of the past.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",Pop,Indie Rock,"Brooklyn, NY","Mar 14, 2019",4:00pm-4:40pm,Clive Bar,False
1697,The Teeta,"As one of the premiere hiphop artists from Austin Texas, The Teeta's daring sense of style and ability to blend lyricism with bass heavy beats has undoubtedly become a force & is quickly gaining support from prominent and uprising hiphop outlets around the world. His brash delivery, clever wordplay, distinct beat selection, and fierce work ethic have amassed a cult following of fans all over the world.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Management, Brand Partnership, Gear Endorsement, Other Artists to Tour With, Booking Agent - Worldwide, PR/Publicity Agency, Producer/Studio Engineer, Publishing",Hip-Hop / Rap,R & B,"Austin, TX","Mar 16, 2019",1:00am-1:25am,Barracuda,False
1700,Terminal A,"""Terminal A was started in 2012 and consists of guitarist Lee Busch and vocalist Colin Peterson who play a gothic strain of synth punk, with deep stylistic roots in the Los Angeles underground... While technically a “dark punk” band, they cast a wider net to capture their musical and ideological influences than the majority of other darkwave and deathrock acts that have cropped up in recent years. Their creative process is a fluid amalgam of influences spanning from The Symbolists, The Viennese Actionists, what the band describes as “Romantic Essentialism”, and various proto- and post- punk artists from within and outside the main currents of their genres. It’s no small miracle that Terminal A manage to leverage this heady creative bedrock and still deliver emotionally penetrative jams that aim for the gut and the groin, that are still undeniably rock and roll in nature."" - Arjun Rey, Sovo Mag
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Booking Agent - US, Booking Agent - UK/Europe, PR/Publicity Agency",Punk,Post-Punk,"Los Angeles, CA","Mar 12, 2019",8:00pm-8:40pm,Barracuda Backyard,False
1701,Termination Dust,"Jaybird Parkhurst and Stefanie Vigoren came together to create Termination Dust in fall of 2014. It happened perchance--a broken finger and a house show that must go on. The two noticed their connection immediately and haven’t looked back. Their second album It’s Never Too Late was released in May 2018 on Glacial Pace Recordings. These soul-baring songs are love letters to friends and fans and a reminder that sometimes stuff sucks, but that’s no reason to give up. Catch the band on the road somewhere near you!
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Management, Booking Agent - US",Pop,Dream Pop,"Anchorage, AK","Mar 15, 2019",11:00pm-11:40pm,Cheer Up Charlie's Inside,False
1703,Tetractys,"Tetractys is a new music concert series that serves the cultural needs of Austin, Texas by contributing to the cultivation of a thriving new music scene. We believe in the importance of music written by living composers and in creating opportunities for the Austin public to experience these compositions through exciting performances, educational outreach, and commissioning new works. At the heart of our organization is the belief that the contemporary composer offers insight and reflection into our common human experience. We endeavor to be the conduit through which the contemporary composer and contemporary audiences connect.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",Classical,Classical,"Austin, TX","Mar 13, 2019",8:00pm-8:40pm,Parker Jazz Club,False
1705,Thaiboy Digital,"Khon Kaen born, Stockholm raised Thaiboy Digital´s life took quite an unexpected turn in early 2015; coming strong off his critically acclaimed mixtape ’ ส Tiger’ (featuring stand-out track ’ Diamonds’  featuring Yung Lean), touring across the globe with the SBE crew and only a few months away from his (Swedish equivalent to) collage graduation, for reasons mostly still unknown the Swedish Immigration Board decided he had to return to Thailand with immediate effect - a state he had very little connection to, exempt being his place of birth.
Posted up in the outskirts of Bangkok, Thaiboy was hard at work and quickly released the ’Lord of The Jewels’ mixtape, followed by standalone single releases produced by GUD, Palmistry and DJ Kenn. Then, in late 2016, the bladee collaborative album ’AvP’ dropped - clearly marking that through all the trials and tribulations, Thaiboy had continued to grow, constantly looking to evolve and find new ways of expression in order to escape this daily struggles. On his latest release ’S.O.S’ EP he emerged re-energised and re-invented, effortlessly floating across the rapping/singing border and back.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Brand Partnership, Booking Agent - US",Hip-Hop / Rap,Hip-Hop / Rap,"Bangkok, THAILAND","Mar 14, 2019",11:40pm-12:10am,The Main,False
1707,Thee Idylls,"Birthed under the dim fluorescents of northeast LA taco trucks, Eagle Rock, CA garage rock band Thee Idylls somehow stumbled into an identity that falls somewhere between the pastoral and melancholy gothic south, Brit inspired post punk, and the ethos of LA punk and surf.
Their debut EP “Kipling” is out now on Chicken Ranch Records.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",Rock,Indie Rock,"Los Angeles, CA","Mar 14, 2019",10:15pm-10:55pm,Valhalla,False
1708,Thee MVPs,"Repeatedly being called the best live band in London, Thee MVPs fill the whole place with a pounding rhythm section, punch to the gut guitars and gusto-filled choruses that barely get contained by the spots they play in. As quick to play on the psych scene as well a punk rock show, the band hammer out some form of rock and roll that's caked in krautrock rust, protopunk grease and '77 powerpop spit. FFO - Meatbodies, King Gizzard, Thee Oh Sees, The Damned, MC5 etc etc etc.
They've played over 300 shows all over the world and that's even before they've put together their debut LP set for release in 2019 that'll be sure to be covered in heaving swathes of  heavygroovy metal, protopunk trash rock and fugue state inducing krautrock abuse.  Until then check out the records they've cut for PNKSLM, Slovenly, BURGER, Big Indie, Too Pure and more! 
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Publishing",Rock,Punk,"Leeds, UK-ENGLAND","Mar 13, 2019",8:30pm-9:00pm,Volstead,False
1710,Theodore,"Theodore is a dynamic multi-instrumentalist, composer and performer based in Greece who has received support from tastemaker publications such as CLASH Mag, Music Week, Tsugi, FGUK, Gaffa and Szene and radio play from the likes of BBC Radio 6 Music’s Lauren Laverne. His cascading new LP Inner Dynamics (Nov 2, 2018) was announced on NPR's All Songs Considered by Bob Boilen and Robin Hilton, who also premiered third single, ‘Disorientation’ on their show. His single Towards? (for what is to come) is currently playlisted on renowned national radio stations NPR All Songs 24/7 Music. Theodore has also written music for theatrical pieces and scores for films. With over 2 million YouTube views, and a growing fanbase Theodore has supported Sigur Ros and DIIV at Release Festival, graced the stages of Reeperbahn Festival [Best Performance Of 2017], performed at Eurosonic Noorderslag and showcased his talents at SXSW Festival 2018- where he was picked as NPR Music's ‘SXSW 2018: Favorite Discoveries And Memorable Moments’. His atmospheric sound is created in cinemascope: an epic mix of classic, piano-driven compositions.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Other Artists to Tour With, Booking Agent - UK/Europe, Booking Agent - Worldwide, Sync/Music Supervisors",Rock,Alternative,"Athens, GREECE","Mar 13, 2019",12:00am-12:40am,The Hideout,False
1711,THERE,"
“It’s dreamy but heavy; there is no whimsy here, just haunting portraits of longing and tenderness.” — NYLON  
Los Angeles transplants Sivan Levy and Yael Enosh met (while Sivan was an Israeli academy award actress and director and Yael was an established classical pianist) working on a soundtrack for a 2018 Tel Aviv Museum exhibition and quickly forged an intense collaborative practice grounded in strikingly similar artistic visions and instincts. Enosh’s profound classical scholarly met Levy’s sultry, dark nostalgia pop vocals in a prolific creative partnership. 
Uprooting themselves to begin anew in LA, the electro-pop duo has cultivated a distinct sound fusing synth dreamscapes and energized eurorack, taking on the underground scene and art show circuit. 
Influenced by Blonde Redhead, Portishead, Nils Frahm, Daughter, Ryuichi Sakamoto, Thom Yorke.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Management, Brand Partnership, Distribution - US, Distribution - UK/Europe, Distribution - Worldwide, Other Artists to Tour With, Booking Agent - US, Booking Agent - UK/Europe, Booking Agent - Worldwide, PR/Publicity Agency, Publishing, Sync/Music Supervisors",Pop,Ambient,"Tel Aviv, ISRAEL","Mar 12, 2019",9:40pm-10:00pm,Parish,False
1715,Thyla,"“Their moody tracks sound like direct descendants of Cocteau Twins and The Cure” - Pitchfork
“These are the sort of songs that come out of nowhere and hit you upside the head” - Stereogum
Tipped as one of Stereogum's 40 best new bands 2018 and Dork's 'Top Tips' for 2019, Brighton dream-pop outfit Thyla are preparing to release debut EP, 'What's On Your Mind' on 1st February 2019
Receiving an abundance of excellent press (Stereogum, Pitchfork, Paste, DIY, Line of Best Fit), the band have recently shared the stage with artists including Slaves, Sunflower Bean, Rolling Blackout CF and Dream Wife, as well as festival appearances such as Live at Leeds, Dot to Dot and Isle of Wight. 
The band met whilst studying at university, with their first official release 'Ferris Wheels' out in early 2017. Since then it's been a consecutive release of singles, including a release on LA label B3SCI for the track ""Blame"" in 2018, mixed by Alex Newport (Bloc Party, At The Drive-In, Estrons).
With strong support at BBC Radio 1 from Huw Stephens and Jack Saunders, being featured on 6 Music's Steve Lamacq show, and spins at KCRW in LA ,2019 is looking to be a busy year for indie post punk outfit.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",Rock,Dream Pop,"Brighton, UK-ENGLAND","Mar 11, 2019",12:00am-12:40am,British Music Embassy @ Latitude 30,False
1717,Tiana Kocher,"American singer-songwriter, Tiana Kocher was born in Manila, Philippines in 1999. Her debut record, “Just My Type”, from her upcoming studio album “Take Over”, hit the Top40 Indie Chart. Tiana’s second release from the LP, “Paint The Town”, released January 18, 2019, and is the first single to release through Manila Music. Other songs on the album include; “Swing Batter”, “Girl” and “Official” set to chart this summer.
Prominently influenced by the 90s contemporary RnB era in music, Tiana radiates a warm confident voice and eclectic vibrant sound. Common themes in her music encompass love, in all its forms, from romantic to friendships combined with bold textures and rhythms.
From Manila to Los Angeles, Tiana transitioned to the entertainment capital in 2018, in order to cement her career in music. Since signing with Manila Music, Tiana works closely with creative manager Reyna Joy Banks, CEO of F.H.G. Entertainment. She has collaborated with several GRAMMY award-winning recording artists including TLC, Faith Evans and Sage the Gemini amongst others, as well as multiple award-winning songwriters in both mainstream pop and RnB.
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.",R & B,Pop,"Los Angeles, CA","Mar 16, 2019",9:35pm-9:50pm,Sheraton BackYARD,False
1720,TiKA,"TiKA is an artist, DJ, creator, cultural producer, TV/Online personality, activist, and advocate for the empowerment of female artists and creators.  Her EP’s, “Some Things Are Better Left Unsaid” + “Carry On” have received critical acclaim in Complex, Noisey, MILK, Afropunk, Saint Heron, The Fader, CBC, and The Source for her voice, her energy, her love. Her music. She has opened for heavyweights like John Legend, NAO and is being coined as an incredible performance artist and visual hypnotist. Complex Magazine listed TiKA as “One of the most prolific creatives in Toronto.”
  TiKA’s debut album + short film will be released in spring of 2019. Aptly titled “Anywhere But Here,” it serves as a brilliant indication of her unique voice, as well as her distinctive resonance and personality as a developed artist. Completely produced by Redbull Montreal graduate, multi- instrumentalist & musical phenomenon Casey MQ, the album is an 80’s inspired synth pop sound. “No matter what I am going through, I always want to convey love + light in my music. My lyrics are dark because my reality has been dark. My sound stays in the light. I want people to know that the light is always attainable.”
Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.Artist is seeking the following professional connections: Label, Brand Partnership, Distribution - US, Distribution - UK/Europe, Distribution - Worldwide, Other Artists to Tour With, Booking Agent - US, Booking Agent - UK/Europe, Sync/Music Supervisors",Soul,R & B,"Toronto, ON, CANADA","Mar 15, 2019",11:00pm-11:40pm,Swan Dive,False
